Student_ID,Age,Gender,Parental_Education,Family_Income_Level,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Internet_Usage_Hours,Assignments_Completed,Previous_Grades,Class_Participation,Extracurricular_Activities,Stress_Level,Teacher_Feedback_Score,Absence_Days,Performance_Level,Dropout_Risk
2326,24,Male,High School,Medium,75.2,3.1,6.5,3.7,55.0,78,3,Yes,6,1.0,7,Medium,No Risk
2327,20,Male,Postgraduate,High,68.8,4.1,8.0,3.6,92.0,67,7,Yes,3,10.0,5,Medium,No Risk
2328,19,Male,Diploma,Low,74.6,4.3,7.0,3.5,99.0,79,1,Yes,8,6.0,10,High,No Risk
2329,18,Female,Diploma,Medium,81.7,5.1,7.4,5.8,83.0,61,10,Yes,1,6.0,7,High,No Risk
2330,19,Female,Diploma,High,93.6,3.0,7.3,0.4,100.0,87,5,No,4,8.0,8,High,No Risk
2331,18,Female,Graduate,Medium,88.4,8.1,4.5,4.8,100.0,84,5,Yes,10,2.0,4,High,No Risk
2332,24,Male,,Medium,64.6,4.3,4.0,2.6,71.0,97,8,No,10,5.0,9,Medium,No Risk
2333,20,Female,Graduate,High,,4.5,7.3,4.4,72.0,62,3,No,4,,8,High,No Risk
2334,24,Female,Graduate,Low,,3.3,6.0,4.4,84.0,60,8,No,5,5.0,2,Medium,No Risk
2335,22,Male,Graduate,High,,2.7,5.0,4.7,67.0,79,2,No,4,7.0,6,Medium,No Risk
2336,22,Female,High School,Medium,80.0,4.3,6.0,6.2,100.0,68,5,Yes,3,6.0,7,High,No Risk
2337,21,Male,High School,Medium,84.3,4.5,8.1,1.2,,85,4,Yes,2,4.0,9,High,No Risk
2338,24,Male,Diploma,Medium,78.5,,7.4,5.2,77.0,89,5,Yes,8,7.0,8,High,No Risk
2339,18,Male,Postgraduate,Medium,83.3,7.5,7.9,3.4,55.0,94,6,Yes,7,5.0,12,High,No Risk
2340,18,Male,Postgraduate,Low,68.5,4.3,7.5,2.7,80.0,73,7,Yes,6,9.0,4,Medium,No Risk
2341,21,Female,,Low,99.9,4.3,5.9,7.0,58.0,83,3,No,8,1.0,9,High,No Risk
2342,21,Male,High School,Medium,56.8,6.0,7.9,4.7,87.0,65,10,Yes,10,9.0,14,Medium,Medium Risk
2343,22,Male,High School,Medium,84.4,4.2,7.7,2.8,38.0,75,7,No,9,8.0,9,Medium,No Risk
2344,23,Male,Graduate,Medium,82.0,5.5,6.9,5.1,97.0,71,2,Yes,2,8.0,8,High,No Risk
2345,22,Male,High School,Low,85.1,2.2,7.1,3.4,70.0,71,2,Yes,8,3.0,8,Medium,No Risk
2346,20,Male,Graduate,Low,70.2,2.2,8.0,2.8,51.0,96,5,No,1,10.0,12,High,No Risk
2347,20,Male,Graduate,Low,90.9,4.7,6.1,2.5,,55,10,No,8,7.0,7,Medium,No Risk
2348,24,Female,Diploma,Medium,76.8,4.1,8.3,4.0,76.0,72,10,No,10,6.0,8,Medium,No Risk
2349,19,Male,Diploma,Low,65.0,3.0,7.7,2.5,75.0,73,3,No,10,3.0,7,Medium,No Risk
2350,22,Female,High School,Low,66.0,4.7,7.0,3.8,97.0,80,6,Yes,5,5.0,9,High,No Risk
2351,22,Male,High School,Medium,79.4,4.9,8.8,5.0,82.0,58,4,No,10,5.0,10,Medium,No Risk
2352,24,Female,Graduate,Medium,60.4,3.2,5.4,3.7,88.0,68,8,No,3,4.0,6,Medium,No Risk
2353,23,Female,,Medium,97.8,3.6,6.4,6.9,72.0,64,8,Yes,10,4.0,10,Medium,No Risk
2354,21,Male,High School,Medium,89.5,4.9,6.2,3.5,82.0,43,5,No,8,2.0,11,Medium,Medium Risk
2355,20,Male,High School,High,98.1,2.7,7.4,5.8,56.0,87,4,Yes,8,8.0,7,Medium,No Risk
2356,20,Female,,Medium,96.9,3.4,8.4,5.2,80.0,53,10,Yes,10,3.0,5,Medium,No Risk
2357,21,Male,Graduate,Medium,74.1,5.5,5.8,6.1,65.0,51,5,No,8,5.0,7,Medium,No Risk
2358,19,Female,Graduate,Low,68.4,4.5,10.0,6.9,96.0,84,9,No,10,4.0,8,Medium,No Risk
2359,23,Male,Diploma,Low,48.5,3.6,6.2,0.5,77.0,68,1,No,5,10.0,6,Medium,Medium Risk
2360,19,Male,Diploma,Medium,73.5,,7.4,4.0,86.0,68,5,Yes,10,6.0,12,Medium,No Risk
2361,23,Male,High School,Low,97.4,2.7,7.0,3.3,80.0,68,6,No,9,3.0,7,Medium,No Risk
2362,24,Female,Diploma,Medium,68.9,4.3,7.1,3.7,100.0,86,1,No,2,10.0,4,High,No Risk
2363,25,Male,High School,Medium,75.7,8.1,6.0,2.8,53.0,65,1,Yes,4,9.0,7,High,No Risk
2364,18,Female,Postgraduate,Low,71.9,5.5,8.3,2.6,74.0,80,6,No,9,8.0,7,Medium,No Risk
2365,24,Female,High School,Low,82.1,2.1,6.0,1.6,,57,8,No,7,2.0,11,Low,No Risk
2366,18,Male,Diploma,Low,92.1,5.8,4.9,3.7,45.0,76,3,No,2,9.0,9,High,No Risk
2367,20,Male,High School,Medium,61.1,3.1,5.7,5.1,61.0,84,9,No,6,2.0,11,Medium,No Risk
2368,19,Male,Graduate,Low,63.2,4.5,8.7,2.7,94.0,90,3,No,4,2.0,6,High,No Risk
2369,19,Male,High School,Medium,94.4,3.4,8.5,2.9,,52,1,No,2,4.0,5,Medium,No Risk
2370,19,Female,Postgraduate,Medium,86.1,8.1,4.6,2.3,73.0,68,5,Yes,2,1.0,9,High,No Risk
2371,18,Male,High School,Medium,75.1,2.5,8.0,1.8,88.0,93,2,Yes,3,1.0,8,High,No Risk
2372,24,Male,Graduate,High,96.8,5.1,4.6,3.1,78.0,84,5,No,4,1.0,7,High,No Risk
2373,18,Female,Graduate,High,63.0,3.3,7.0,4.1,85.0,69,1,Yes,9,4.0,6,Medium,No Risk
2374,21,Female,High School,Medium,88.2,5.8,5.6,5.6,81.0,72,9,No,3,6.0,10,High,No Risk
2375,23,Male,High School,Medium,77.2,5.0,8.1,1.5,84.0,76,7,Yes,2,2.0,9,High,No Risk
2376,25,Female,Diploma,Medium,84.7,6.8,7.7,3.4,69.0,67,1,Yes,9,2.0,8,High,No Risk
2377,24,Male,Graduate,High,51.7,5.8,8.2,5.5,92.0,79,10,No,5,6.0,12,High,Medium Risk
2378,19,Female,Postgraduate,Medium,75.1,3.3,6.6,1.5,58.0,78,3,Yes,10,2.0,14,Medium,No Risk
2379,25,Male,High School,Low,86.1,9.7,6.8,5.7,75.0,58,6,Yes,4,5.0,3,High,No Risk
2380,23,Male,Diploma,Medium,77.3,5.5,5.2,2.8,92.0,66,7,Yes,2,2.0,10,High,No Risk
2381,19,Male,High School,Low,91.8,3.5,5.8,4.7,74.0,66,5,No,9,8.0,6,Medium,No Risk
2382,21,Female,High School,Medium,91.4,4.9,8.1,3.1,70.0,69,7,Yes,2,8.0,7,High,No Risk
2383,25,Female,Graduate,Low,67.5,5.6,7.4,4.3,100.0,76,2,No,8,10.0,5,High,No Risk
2384,21,Male,Diploma,Low,87.1,5.6,7.1,6.2,97.0,74,4,No,2,10.0,3,High,No Risk
2385,19,Female,High School,Medium,67.1,5.4,8.5,3.3,78.0,63,7,No,9,8.0,6,Medium,No Risk
2386,25,Female,Postgraduate,Medium,78.6,6.2,5.4,5.2,61.0,89,2,Yes,6,2.0,11,High,No Risk
2387,25,Male,Graduate,Medium,85.2,6.1,7.9,4.0,45.0,72,4,Yes,2,6.0,8,High,No Risk
2388,25,Female,Graduate,High,68.8,3.0,5.6,2.2,87.0,91,3,No,9,2.0,11,Medium,No Risk
2389,25,Male,High School,High,86.7,8.3,8.8,3.3,95.0,91,2,Yes,3,7.0,5,High,No Risk
2390,24,Female,Postgraduate,Medium,72.4,8.0,7.7,3.1,82.0,58,9,No,8,4.0,10,High,No Risk
2391,21,Male,Graduate,High,71.6,5.9,8.2,1.1,50.0,66,10,No,2,5.0,11,High,No Risk
2392,19,Male,Diploma,Medium,85.8,4.6,6.2,4.3,78.0,67,3,No,5,7.0,6,High,No Risk
2393,22,Male,High School,Low,68.8,4.6,9.6,4.6,69.0,76,9,No,3,5.0,7,High,No Risk
2394,19,Male,Postgraduate,High,68.2,3.9,9.4,4.9,78.0,81,5,No,10,4.0,7,Medium,No Risk
2395,21,Female,Diploma,Medium,89.5,4.2,7.5,5.9,100.0,74,3,Yes,2,5.0,6,High,No Risk
2396,23,Male,Graduate,High,79.2,0.6,8.4,5.1,88.0,65,10,Yes,6,3.0,10,Medium,No Risk
2397,25,Male,Graduate,Low,62.0,7.3,6.6,2.5,85.0,93,2,No,3,3.0,6,High,No Risk
2398,20,Male,Graduate,Low,87.4,6.6,5.5,2.8,75.0,66,2,No,8,2.0,5,High,No Risk
2399,20,Female,Graduate,Low,73.5,1.5,,4.9,82.0,82,5,Yes,6,1.0,7,Medium,No Risk
2400,23,Female,Postgraduate,Medium,62.6,6.1,5.9,4.2,65.0,72,9,Yes,5,5.0,6,Medium,No Risk
2401,18,Male,High School,High,50.4,4.5,8.6,3.5,84.0,71,3,No,9,7.0,11,Medium,Medium Risk
2402,22,Male,High School,Medium,87.9,4.1,8.3,2.0,73.0,81,8,Yes,7,1.0,8,High,No Risk
2403,23,Male,Graduate,Low,68.5,5.4,7.3,2.6,64.0,92,9,Yes,7,5.0,10,High,No Risk
2404,22,Female,Diploma,Medium,64.3,1.4,7.2,4.5,88.0,76,5,Yes,4,7.0,15,Medium,No Risk
2405,21,Female,Graduate,Medium,85.0,4.5,8.2,0.2,43.0,66,2,Yes,3,9.0,8,Medium,No Risk
2406,24,Female,Graduate,Medium,86.9,4.6,7.3,0.0,68.0,91,10,Yes,1,9.0,5,High,No Risk
2407,20,Female,Diploma,Medium,69.3,4.6,6.5,4.7,,78,9,Yes,6,6.0,10,High,No Risk
2408,23,Male,Graduate,Low,88.0,2.0,5.2,2.6,94.0,74,1,Yes,7,10.0,9,Medium,No Risk
2409,21,Female,Diploma,Medium,100.0,5.3,8.2,4.3,83.0,85,6,No,3,9.0,7,High,No Risk
2410,18,Male,Postgraduate,Medium,,6.4,7.4,6.2,66.0,76,9,No,3,4.0,6,High,No Risk
2411,22,Male,High School,Medium,91.1,5.2,10.0,1.8,75.0,100,6,Yes,1,5.0,9,High,No Risk
2412,18,Male,Graduate,Medium,81.5,4.1,,0.7,80.0,72,2,Yes,6,9.0,5,Medium,No Risk
2413,25,Male,Postgraduate,Medium,73.1,9.3,7.4,3.0,99.0,87,10,Yes,10,8.0,11,High,No Risk
2414,22,Female,,Medium,77.4,2.8,7.4,2.3,90.0,78,4,No,7,6.0,10,Medium,No Risk
2415,20,Male,Diploma,Low,82.8,5.9,7.8,3.5,90.0,78,1,Yes,1,5.0,3,High,No Risk
2416,21,Female,Diploma,Low,64.2,4.9,5.8,4.4,77.0,67,2,No,5,3.0,2,Medium,No Risk
2417,22,Female,Graduate,Medium,69.5,8.1,6.9,4.1,60.0,67,5,No,10,6.0,16,Medium,High Risk
2418,20,Female,Diploma,Low,62.3,5.2,8.0,3.6,55.0,78,5,No,2,1.0,13,High,No Risk
2419,20,Female,High School,High,80.6,5.6,6.6,5.3,71.0,61,7,Yes,3,,6,High,No Risk
2420,21,Male,Postgraduate,Medium,78.9,5.4,7.9,4.6,86.0,65,2,No,9,5.0,11,Medium,No Risk
2421,20,Male,High School,Medium,70.8,2.6,7.1,3.2,68.0,72,1,Yes,7,4.0,9,Medium,No Risk
2422,24,Male,Diploma,Medium,87.0,2.9,7.5,4.6,85.0,88,3,No,2,9.0,11,High,No Risk
2423,18,Male,Graduate,Medium,66.5,4.0,8.4,0.9,64.0,73,1,No,1,10.0,3,Medium,No Risk
2424,24,Female,High School,Low,70.4,6.2,6.7,5.3,66.0,73,1,No,2,10.0,10,High,No Risk
2425,20,Male,High School,Low,86.6,4.9,5.3,3.5,97.0,58,7,No,6,9.0,12,High,No Risk
2426,22,Male,Postgraduate,Medium,88.2,4.1,6.7,1.5,88.0,94,4,No,4,,5,High,No Risk
2427,19,Male,Graduate,Medium,69.2,7.0,6.0,2.8,71.0,86,2,No,2,8.0,7,High,No Risk
2428,21,Male,High School,High,80.6,0.9,4.4,5.3,64.0,88,2,No,1,8.0,9,Medium,No Risk
2429,24,Female,Graduate,Medium,69.4,2.2,,2.2,90.0,53,8,Yes,1,7.0,5,Medium,No Risk
2430,20,Male,Diploma,Medium,75.8,0.5,7.2,4.2,89.0,77,7,Yes,4,3.0,10,Medium,No Risk
2431,19,Female,High School,Medium,79.6,6.7,8.2,5.0,86.0,60,1,Yes,3,3.0,10,High,No Risk
2432,22,Female,Graduate,Low,84.2,4.3,5.6,3.5,73.0,82,7,Yes,8,8.0,9,High,No Risk
2433,19,Female,Diploma,High,81.5,,7.1,2.0,60.0,76,7,Yes,8,1.0,7,High,No Risk
2434,20,Male,High School,Low,81.0,4.3,8.4,3.4,76.0,79,7,Yes,8,1.0,6,Medium,No Risk
2435,21,Female,Postgraduate,High,66.1,6.3,6.3,1.1,97.0,63,8,Yes,8,7.0,13,Medium,No Risk
2436,22,Male,High School,Low,82.3,4.3,7.6,2.7,62.0,58,7,No,5,5.0,9,Medium,No Risk
2437,23,Male,High School,Medium,84.1,5.2,8.9,1.6,77.0,64,8,No,2,10.0,9,High,No Risk
2438,23,Female,High School,Low,85.6,5.0,4.8,3.4,100.0,76,2,No,2,8.0,5,High,No Risk
2439,24,Female,Graduate,Medium,70.1,5.1,7.3,1.3,71.0,69,10,Yes,7,3.0,4,Medium,No Risk
2440,18,Male,Graduate,Low,88.1,7.5,8.4,3.6,74.0,75,3,Yes,10,4.0,13,High,No Risk
2441,20,Female,Postgraduate,Medium,63.5,1.6,6.6,5.4,56.0,59,8,No,8,3.0,10,Low,No Risk
2442,18,Male,High School,High,73.3,4.4,8.7,5.5,85.0,72,8,No,9,2.0,11,Medium,No Risk
2443,18,Female,Graduate,Medium,75.0,4.9,7.8,1.4,65.0,90,5,Yes,9,3.0,9,High,No Risk
2444,19,Female,Graduate,Low,64.1,4.6,9.1,2.4,53.0,76,5,Yes,1,10.0,7,Medium,No Risk
2445,22,Female,Diploma,Medium,74.8,3.8,7.7,4.9,62.0,77,9,No,10,10.0,3,Medium,No Risk
2446,25,Female,High School,Medium,80.4,3.5,9.2,4.7,79.0,77,7,No,7,3.0,7,Medium,No Risk
2447,24,Female,Graduate,Low,57.9,7.3,7.4,2.5,52.0,65,3,No,9,6.0,13,Medium,Medium Risk
2448,23,Female,High School,Medium,73.7,4.4,5.4,2.7,55.0,93,1,Yes,10,1.0,5,Medium,No Risk
2449,24,Female,Graduate,High,58.8,8.9,6.2,3.6,84.0,77,2,Yes,2,,12,High,Medium Risk
2450,19,Female,Diploma,Medium,100.0,5.5,8.2,0.4,75.0,74,4,Yes,10,5.0,7,High,No Risk
2451,24,Male,High School,Medium,80.3,4.0,8.2,4.4,62.0,81,7,No,6,5.0,4,Medium,No Risk
2452,25,Female,Postgraduate,Medium,79.4,5.5,6.6,5.3,71.0,84,5,Yes,4,,9,High,No Risk
2453,18,Male,Graduate,Medium,80.6,4.7,9.2,2.8,100.0,56,8,Yes,10,4.0,9,Medium,No Risk
2454,21,Female,Diploma,Medium,84.6,6.9,6.6,1.1,95.0,73,7,No,7,4.0,7,High,No Risk
2455,24,Male,Graduate,Medium,88.8,2.4,7.6,5.9,74.0,100,8,Yes,7,8.0,3,High,No Risk
2456,21,Male,Diploma,Medium,60.8,1.3,7.5,3.9,88.0,94,10,Yes,7,10.0,6,Medium,No Risk
2457,24,Female,Graduate,Low,92.4,,5.4,4.7,78.0,71,1,No,7,7.0,11,High,No Risk
2458,25,Male,High School,Medium,,6.0,6.9,1.3,49.0,81,6,No,8,3.0,7,High,No Risk
2459,21,Male,Diploma,High,77.3,5.0,9.9,1.3,47.0,68,4,No,4,5.0,6,Medium,No Risk
2460,18,Female,Diploma,Medium,76.7,5.7,5.9,4.2,62.0,77,8,Yes,10,6.0,5,Medium,No Risk
2461,20,Male,Diploma,Low,43.9,5.4,7.8,5.2,52.0,66,9,No,7,3.0,13,Medium,High Risk
2462,19,Male,Diploma,Low,64.3,1.8,5.6,1.6,80.0,66,7,No,5,2.0,10,Medium,No Risk
2463,21,Male,High School,Low,83.7,5.0,5.9,3.3,68.0,64,8,No,6,9.0,4,Medium,No Risk
2464,22,Male,Postgraduate,High,91.2,6.9,5.3,0.8,82.0,94,10,Yes,1,2.0,6,High,No Risk
2465,21,Male,High School,Medium,86.0,4.8,8.1,2.3,83.0,66,6,No,1,2.0,11,High,No Risk
2466,19,Male,High School,Medium,77.2,2.1,6.0,3.1,86.0,87,9,No,8,2.0,7,Medium,No Risk
2467,20,Male,Diploma,Medium,99.2,3.9,8.5,4.3,62.0,66,2,No,4,1.0,9,High,No Risk
2468,23,Male,Graduate,Medium,89.1,5.5,6.4,0.0,84.0,65,3,No,10,3.0,2,Medium,No Risk
2469,18,Male,High School,Medium,73.7,,7.2,5.7,62.0,77,10,Yes,5,2.0,9,High,No Risk
2470,19,Female,Diploma,High,100.0,1.0,7.5,3.2,87.0,55,3,No,9,7.0,7,Medium,No Risk
2471,25,Female,Graduate,Medium,65.9,5.2,5.1,5.7,94.0,81,1,Yes,8,9.0,7,High,No Risk
2472,18,Male,High School,Medium,61.8,2.8,7.2,4.7,87.0,70,10,Yes,1,9.0,10,Medium,No Risk
2473,21,Male,Postgraduate,Medium,73.4,5.4,7.4,4.9,73.0,65,4,Yes,4,,4,High,No Risk
2474,19,Female,Diploma,High,69.7,5.6,8.4,6.9,85.0,62,6,No,9,9.0,3,Medium,No Risk
2475,18,Female,Graduate,Low,74.0,,5.8,2.2,53.0,98,8,No,8,5.0,5,High,No Risk
2476,21,Male,High School,Medium,86.8,5.6,6.0,3.7,50.0,72,5,No,2,7.0,11,High,No Risk
2477,22,Male,Graduate,Medium,77.6,6.6,7.8,1.8,83.0,71,1,No,3,4.0,6,High,No Risk
2478,19,Male,Graduate,Medium,77.9,4.2,8.7,3.3,96.0,83,8,No,10,5.0,12,High,No Risk
2479,18,Female,High School,High,78.6,2.1,6.3,4.7,58.0,61,7,No,5,2.0,3,Medium,No Risk
2480,19,Female,High School,Medium,52.6,7.1,5.5,5.4,76.0,87,3,No,8,3.0,8,High,Medium Risk
2481,23,Female,High School,Low,61.3,6.0,6.6,2.9,83.0,72,7,Yes,5,1.0,5,High,No Risk
2482,24,Male,High School,Medium,,5.5,5.8,1.5,,54,9,No,2,3.0,17,Medium,Medium Risk
2483,19,Male,Postgraduate,High,68.7,3.3,7.5,3.6,71.0,65,10,No,6,7.0,7,Medium,No Risk
2484,20,Male,Graduate,Medium,75.5,6.3,5.7,2.1,85.0,58,6,No,2,5.0,3,High,No Risk
2485,20,Male,Graduate,High,93.4,,8.2,2.5,78.0,73,1,No,10,9.0,9,High,No Risk
2486,20,Male,Postgraduate,High,77.2,4.3,7.3,4.6,78.0,62,9,Yes,3,7.0,8,Medium,No Risk
2487,19,Female,Graduate,High,63.5,4.7,8.2,4.3,61.0,60,5,No,9,10.0,3,Medium,No Risk
2488,18,Male,Graduate,Medium,69.3,2.6,4.1,4.9,76.0,76,7,No,3,6.0,6,Medium,No Risk
2489,22,Female,Diploma,Medium,96.8,3.2,4.9,2.9,70.0,73,9,Yes,1,7.0,13,High,No Risk
2490,20,Male,Diploma,High,94.9,2.6,8.6,5.2,71.0,88,3,No,1,8.0,7,High,No Risk
2491,20,Male,High School,High,84.6,4.7,6.1,3.5,68.0,87,1,No,2,,11,High,No Risk
2492,20,Female,Diploma,Low,60.8,3.9,5.2,3.0,76.0,73,10,Yes,9,2.0,12,Medium,No Risk
2493,25,Female,Diploma,Low,81.4,5.2,6.8,1.6,63.0,78,2,No,1,5.0,7,High,No Risk
2494,22,Male,High School,Medium,82.2,2.9,7.3,0.0,76.0,54,5,Yes,2,2.0,4,Medium,No Risk
2495,21,Female,Diploma,Medium,78.3,4.2,6.8,0.8,71.0,81,8,No,3,10.0,8,High,No Risk
2496,19,Male,Diploma,High,71.7,2.8,7.6,3.9,62.0,77,8,No,10,10.0,12,Medium,No Risk
2497,24,Male,Diploma,Medium,74.0,4.8,7.4,2.0,47.0,84,2,Yes,9,2.0,15,Medium,No Risk
2498,25,Male,High School,Low,71.0,1.6,7.3,0.7,90.0,68,3,Yes,3,4.0,15,Medium,No Risk
2499,18,Male,Diploma,Medium,65.4,4.8,8.6,2.8,87.0,68,7,Yes,5,3.0,8,Medium,No Risk
2500,25,Female,Diploma,High,93.0,4.0,7.0,4.0,64.0,68,5,Yes,6,10.0,13,Medium,No Risk
2501,23,Male,Graduate,Medium,87.7,4.8,6.9,4.2,86.0,91,6,No,3,9.0,6,High,No Risk
2502,18,Female,Graduate,Low,74.9,1.5,8.0,3.5,61.0,76,8,No,7,3.0,8,Medium,No Risk
2503,24,Female,High School,Medium,81.9,5.7,7.7,3.4,71.0,53,9,No,3,8.0,5,High,No Risk
2504,18,Male,High School,High,82.3,4.0,5.9,2.6,68.0,80,7,No,4,1.0,8,High,No Risk
2505,18,Male,Diploma,Medium,100.0,4.9,6.9,4.6,72.0,66,2,No,10,2.0,9,Medium,No Risk
2506,18,Male,High School,Low,87.6,1.1,7.5,3.2,86.0,86,10,Yes,5,6.0,8,Medium,No Risk
2507,21,Female,Diploma,Medium,87.2,2.3,6.3,3.4,70.0,79,6,No,10,4.0,6,Medium,No Risk
2508,22,Female,Postgraduate,High,78.4,3.8,,5.3,71.0,88,8,Yes,8,2.0,7,Medium,No Risk
2509,21,Female,High School,Medium,73.2,7.0,5.3,4.8,87.0,86,7,No,4,6.0,10,High,No Risk
2510,18,Male,Diploma,Medium,93.2,5.4,4.0,3.2,77.0,84,4,No,1,9.0,9,High,No Risk
2511,19,Male,Graduate,Low,85.2,4.7,6.6,2.9,67.0,87,7,No,2,6.0,3,High,No Risk
2512,24,Female,Diploma,Medium,68.9,2.8,7.2,2.9,80.0,83,9,Yes,4,5.0,6,Medium,No Risk
2513,25,Male,High School,High,83.0,2.5,5.7,0.1,91.0,63,9,Yes,8,2.0,11,Medium,No Risk
2514,24,Female,High School,Medium,87.2,5.0,8.7,5.4,92.0,57,10,No,8,5.0,5,Medium,No Risk
2515,18,Male,Postgraduate,Medium,54.9,5.8,5.7,2.3,56.0,61,1,No,5,9.0,6,Medium,High Risk
2516,24,Male,High School,High,67.9,4.9,8.1,5.0,57.0,81,10,No,4,4.0,8,High,No Risk
2517,23,Male,Graduate,Medium,82.0,7.6,7.5,3.6,91.0,43,4,No,8,9.0,7,Medium,Medium Risk
2518,22,Male,Graduate,High,56.8,3.3,9.6,5.9,72.0,72,10,No,1,2.0,6,Medium,Medium Risk
2519,19,Female,High School,Low,58.6,4.8,7.6,4.4,43.0,69,6,No,5,7.0,5,Medium,Medium Risk
2520,25,Male,Graduate,Medium,75.0,1.5,5.3,5.1,65.0,88,7,No,2,7.0,7,Medium,No Risk
2521,21,Female,High School,High,83.4,4.9,8.3,2.5,69.0,70,8,No,7,3.0,11,Medium,No Risk
2522,18,Female,High School,High,83.9,7.1,9.0,1.3,71.0,67,8,No,7,2.0,7,High,No Risk
2523,19,Female,Diploma,Medium,95.4,2.6,4.9,3.8,87.0,89,4,Yes,9,7.0,8,High,No Risk
2524,21,Female,Postgraduate,Medium,78.9,6.0,7.8,0.2,62.0,71,7,No,10,7.0,6,Medium,No Risk
2525,18,Female,High School,High,73.9,7.1,8.0,2.7,90.0,69,6,No,3,4.0,9,High,No Risk
2526,20,Female,High School,Medium,63.6,3.3,6.7,1.5,80.0,66,4,Yes,3,5.0,9,Medium,No Risk
2527,21,Male,Postgraduate,Medium,73.8,5.3,4.1,2.1,57.0,76,1,Yes,5,10.0,15,High,No Risk
2528,25,Male,High School,Medium,85.8,7.3,6.6,4.5,71.0,68,9,Yes,6,9.0,9,High,No Risk
2529,18,Female,Postgraduate,Medium,86.3,4.9,6.3,4.4,83.0,68,5,No,8,4.0,9,High,No Risk
2530,22,Male,Graduate,Medium,80.9,5.9,8.8,3.2,77.0,91,3,No,3,6.0,8,High,No Risk
2531,25,Male,Graduate,High,84.0,1.3,6.9,4.0,82.0,73,4,No,6,5.0,7,Medium,No Risk
2532,24,Female,Graduate,Medium,92.0,5.6,6.5,2.6,67.0,66,5,Yes,10,9.0,9,Medium,No Risk
2533,25,Male,Graduate,Low,78.8,5.4,6.3,7.6,84.0,59,10,No,1,5.0,6,High,No Risk
2534,19,Female,High School,Low,93.0,2.1,7.4,4.0,70.0,75,4,Yes,10,1.0,9,Medium,No Risk
2535,24,Female,Postgraduate,High,70.0,2.8,7.1,2.5,100.0,65,2,No,2,2.0,14,Medium,No Risk
2536,25,Male,Postgraduate,Low,77.2,5.6,6.1,5.0,56.0,67,2,No,4,8.0,14,Medium,No Risk
2537,20,Female,Postgraduate,High,72.7,4.0,7.3,5.6,100.0,61,10,Yes,2,1.0,4,High,No Risk
2538,21,Male,Graduate,Low,86.7,6.5,6.3,2.2,62.0,75,8,No,1,6.0,9,High,No Risk
2539,22,Female,Diploma,Medium,66.8,5.1,4.0,1.1,95.0,55,1,No,3,,7,Medium,No Risk
2540,21,Female,Diploma,High,74.5,4.6,7.8,1.4,88.0,77,5,No,7,2.0,8,High,No Risk
2541,20,Male,High School,Medium,57.5,4.2,7.7,2.4,62.0,65,3,No,4,7.0,9,Medium,Medium Risk
2542,25,Male,Diploma,High,84.5,5.0,7.2,3.4,85.0,81,6,No,7,2.0,7,High,No Risk
2543,25,Male,Graduate,Low,91.7,5.9,6.5,0.7,69.0,78,7,Yes,8,10.0,5,High,No Risk
2544,21,Male,Graduate,Medium,88.0,5.5,6.9,2.8,80.0,73,6,Yes,7,8.0,4,High,No Risk
2545,24,Male,Diploma,Medium,86.9,3.7,8.0,3.1,,83,5,Yes,7,2.0,8,High,No Risk
2546,21,Female,Diploma,High,87.2,6.7,6.2,4.1,71.0,92,7,No,3,4.0,7,High,No Risk
2547,24,Male,Graduate,Low,85.7,5.7,8.0,4.5,70.0,88,8,Yes,9,9.0,8,High,No Risk
2548,22,Female,Diploma,Medium,84.8,5.2,5.2,4.2,81.0,55,2,Yes,1,1.0,7,High,No Risk
2549,21,Male,Postgraduate,Medium,85.5,4.7,7.2,6.5,62.0,64,7,No,9,3.0,12,Medium,No Risk
2550,19,Female,Graduate,High,70.8,5.4,7.0,5.4,63.0,66,6,Yes,1,,8,High,No Risk
2551,23,Male,High School,High,75.8,1.2,8.2,3.9,90.0,80,5,No,7,6.0,6,Medium,No Risk
2552,20,Male,High School,High,78.8,4.9,5.9,1.9,82.0,65,3,Yes,8,3.0,13,Medium,No Risk
2553,19,Female,Graduate,Medium,74.3,7.5,6.0,2.4,56.0,65,6,Yes,10,2.0,8,Medium,No Risk
2554,19,Male,Diploma,Medium,60.8,4.9,5.3,1.1,61.0,62,10,No,6,4.0,10,Medium,No Risk
2555,25,Female,,High,64.4,4.7,6.3,3.8,44.0,76,5,No,9,5.0,4,Medium,No Risk
2556,18,Male,High School,High,80.5,3.4,7.3,4.1,90.0,80,1,Yes,3,1.0,14,High,No Risk
2557,24,Female,High School,High,88.0,5.4,4.8,5.0,86.0,56,3,Yes,3,7.0,4,High,No Risk
2558,24,Female,Diploma,High,,4.1,6.5,4.0,60.0,65,10,Yes,10,5.0,7,Medium,No Risk
2559,18,Female,Graduate,High,100.0,6.9,7.7,5.3,86.0,47,9,No,6,3.0,8,High,Medium Risk
2560,22,Male,Postgraduate,Low,67.9,2.9,6.9,5.3,100.0,41,1,Yes,9,10.0,6,Low,Medium Risk
2561,22,Male,Postgraduate,Medium,82.9,3.7,7.1,1.8,53.0,78,9,No,6,9.0,7,Medium,No Risk
2562,20,Male,Diploma,High,92.2,3.4,5.2,2.6,67.0,76,2,No,9,9.0,9,Medium,No Risk
